Ata;Dia;Vereadores Presentes;Vereadores Ausentes;Leis;Link da Ata
21ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;1 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0015/2025, 0018/2025, 0037/2025, 0277/2025, 0279/2025, 0334/2025, 0385/2025, 0386/2025, 0435/2025, 0471/2025, 0472/2025, 0497/2025, 0512/2025, 0513/2025, 0555/2025, 0556/2025, 0694/2025, 0697/2025, 0701/2025, 0702/2025, 0729/2025, 0731/2025, 0732/2025, 0734/2025, 0746/2025, 0747/2025, 0764/2025, 0765/2025, 0768/2025, 0769/2025, 0773/2025, 0778/2025, 3265/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1800/ata/a01042025.pdf
20ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura;27 de Março de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Uns, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0002/2025, 0017/2025, 0019/2025, 0047/2025, 0051/2024, 0077/2025, 0151/2024, 0163/2025, 0167/2022, 0271/2025, 0272/2025, 0383/2025, 0384/2025, 0394/2025, 0454/2025, 0465/2025, 0553/2025, 0554/2025, 0674/2025, 0683/2025, 0684/2025, 0692/2025, 0693/2025, 0703/2025, 0706/2025, 0710/2025, 0711/2025, 0766/2025, 0780/2025, 1472/2025, 2279/2025, 2910/2025, 3134/2025, 408/2015, 675/2002;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1799/ata/a27032025.pdf
19ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;26 de Março de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, BeIla Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Cardei Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Tia Francisca, Tony Brito e Wellington Sabóla;Nenhum ausente registrado;0018/2025, 0020/2025, 0084/2025, 0122/2025, 0164/2025, 0182/2024, 0217/2024, 0228/2024, 0269/2025, 0270/2025, 0317/2025, 0319/2025, 0320/2025, 0410/2025, 0411/2025, 0414/2021, 0569/2025, 0614/2025, 0675/2025, 0676/2025, 0677/2025, 0681/2025, 0682/2025, 0691/2025, 0704/2025, 0705/2025, 0708/2025, 0709/2025, 0717/2025, 0722/2025, 0728/2025, 0781/2025, 3015/2025, 635/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1798/ata/a26032025.pdf
19ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;26 de Março de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Cana Ibiapina, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0018/2025, 0020/2025, 0084/2025, 0122/2025, 0164/2025, 0182/2024, 0217/2024, 0228/2024, 0269/2025, 0270/2025, 0317/2025, 0319/2025, 0320/2025, 0410/2025, 0411/2025, 0414/2021, 0569/2025, 0614/2025, 0675/2025, 0676/2025, 0677/2025, 0681/2025, 0682/2025, 0691/2025, 0704/2025, 0705/2025, 0708/2025, 0709/2025, 0717/2025, 0722/2025, 0728/2025, 0781/2025, 3015/2025, 635/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1798/ata/a26032025.pdf
9ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;20 de Março de 2025;Adail Júnior, Adriana Gerônimo, Ana Aracapé, Chiquinho dos Carneiros, Dr. Vicente, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Leo Couto, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Michel Lins e Tony Brito;Aglaylson, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Dr. Luciano Girão, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Kátia Rodrigues, Luiz Paupina, Luiz Sérgio, Mari Lacerda, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca e Wellington Sabóia;0003/2025, 0004/2025, 0005/2025, 0006/2025, 0014/2025, 0118/2024, 0123/2024;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1797/ata/a20032025_-_9a_extra.pdf
9ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;20 de Março de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Bruno Mesquita, Chiquinho dos Carneiros, Dr. Vicente, Germano He-Man, Irmão Leo, Janio Henrique, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Ronaldo Martins, Tia Francisca e Tony Brito;Bella Carmelo, Benigno Júnior, Carla Ibiapina, Dr. Luciano Girão, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Inspetor Alberto, Jorge Pinheiro, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Rene Pessoa, Soldado Noelio e Wellington Sabóia;0003/2025, 0004/2025, 0005/2025, 0006/2025, 0014/2025, 0118/2024, 0123/2024;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1797/ata/a20032025_-_9a_extra.pdf
18ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;20 de Março de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Beila Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Tia Francisca, Tony Brita e Wellington Sabóia;Nenhum ausente registrado;0003/2025, 0004/2025, 0005/2025, 0006/2025, 0014/2025, 0020/2025, 0118/2024, 0123/2024, 0267/2025, 0268/2025, 0275/2025, 0314/2025, 0316/2025, 0356/2025, 0357/2025, 0381/2025, 0382/2025, 0428/2025, 0494/2025, 0541/2025, 0576/2025, 0592/2025, 0613/2025, 0618/2025, 0622/2025, 0762/2025, 0777/2025, 1217/2024, 1439/2025, 2100/2025, 2387/2025, 2889/2025, 3465/2024, 5418/2024;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1796/ata/a20032025.pdf
18ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;20 de Março de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Bella Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0003/2025, 0004/2025, 0005/2025, 0006/2025, 0014/2025, 0020/2025, 0118/2024, 0123/2024, 0267/2025, 0268/2025, 0275/2025, 0314/2025, 0316/2025, 0356/2025, 0357/2025, 0381/2025, 0382/2025, 0428/2025, 0494/2025, 0541/2025, 0576/2025, 0592/2025, 0613/2025, 0618/2025, 0622/2025, 0762/2025, 0777/2025, 1217/2024, 1439/2025, 2100/2025, 2387/2025, 2889/2025, 3465/2024, 5418/2024;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1796/ata/a20032025.pdf
17ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura;18 de Março de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0002/2025, 0014/2025, 0019/2024, 0062/2025, 0064/2025, 0145/2025, 0146/2025, 0170/2025, 0223/2025, 0251/2025, 0259/2025, 0294/2025, 0311/2025, 0312/2025, 0333/2025, 0352/2025, 0406/2025, 0408/2025, 0409/2025, 0531/2025, 0532/2025, 0579/2025, 0580/2025, 0587/2025, 0603/2025, 0605/2025, 0606/2025, 0611/2025, 0612/2025, 0620/2025, 0621/2025, 0725/2025, 0726/2025, 0753/2025, 2534/2025, 2770/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1795/ata/a18032025.pdf
8ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;13 de Março de 2025;Adriana Gerônimo, Aglaylson, Bella Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gardel Rolim, Germano He-Man, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Tchela, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca e Tony Brito;Nenhum ausente registrado;0006/2025, 0007/2025, 0012/2025, 0014/2025, 0017/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1794/ata/a13032025_-_8a_extra.pdf
8ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;13 de Março de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He- Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Pau pina, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca e Tony Brito;Nenhum ausente registrado;0006/2025, 0007/2025, 0012/2025, 0014/2025, 0017/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1794/ata/a13032025_-_8a_extra.pdf
7ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;13 de Março de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Marcel Colares, Marcelo Tchela, Marcos Paulo, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Rene Pessoa, Ronaldo Martins, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0006/2025, 0007/2025, 0012/2025, 0014/2025, 0017/2025, 0030/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1793/ata/a13032025_-_7a_extra.pdf
7ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;13 de Março de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Beila Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0006/2025, 0007/2025, 0012/2025, 0014/2025, 0017/2025, 0030/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1793/ata/a13032025_-_7a_extra.pdf
16ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;13 de Março de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Benigno Júnior, Bruno Mesquita, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gardel Rolim, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Rene Pessoa, Ronaldo Martins, Tia Francisca e Tony Brito;Nenhum ausente registrado;0001/2025, 0002/2025, 0006/2025, 0007/2025, 0012/2025, 0014/2025, 0017/2025, 0024/2025, 0031/2025, 0032/2025, 0046/2025, 0066/2025, 0081/2025, 0084/2025, 0239/2025, 0256/2025, 0266/2025, 0310/2025, 0338/2025, 0378/2025, 0498/2025, 0511/2025, 0526/2025, 0539/2025, 0540/2025, 0542/2025, 0544/2025, 0552/2025, 0573/2025, 2646/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1792/ata/a13032025.pdf
16ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;13 de Março de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Beila Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0001/2025, 0002/2025, 0006/2025, 0007/2025, 0012/2025, 0014/2025, 0017/2025, 0024/2025, 0031/2025, 0032/2025, 0046/2025, 0066/2025, 0081/2025, 0084/2025, 0239/2025, 0256/2025, 0266/2025, 0310/2025, 0338/2025, 0378/2025, 0498/2025, 0511/2025, 0526/2025, 0539/2025, 0540/2025, 0542/2025, 0544/2025, 0552/2025, 0573/2025, 2646/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1792/ata/a13032025.pdf
15ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura;12 de Março de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Benigno Júnior, Bruno Mesquita, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Germano He-Man, Janio Henrique, Jorge Pinheiro, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Rene Pessoa, Ronaldo Martins, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1791/ata/a12032025.pdf
14ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;11 de Março de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Beila Carmelo, Benigno Júnior, Bruno Mesquita, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0006/2025, 0007/2025, 0014/2025, 0017/2025, 0064/2025, 0229/2025, 0254/2025, 0278/2025, 0305/2023, 0332/2025, 0355/2025, 0365/2025, 0375/2025, 0376/2025, 0377/2025, 0452/2025, 0455/2025, 0457/2025, 0493/2025, 0495/2025, 0509/2025, 0510/2025, 0535/2025, 0538/2025, 0574/2025, 2633/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1790/ata/a11032025.pdf
14ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;11 de Março de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Cana lbiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0006/2025, 0007/2025, 0014/2025, 0017/2025, 0064/2025, 0229/2025, 0254/2025, 0278/2025, 0305/2023, 0332/2025, 0355/2025, 0365/2025, 0375/2025, 0376/2025, 0377/2025, 0452/2025, 0455/2025, 0457/2025, 0493/2025, 0495/2025, 0509/2025, 0510/2025, 0535/2025, 0538/2025, 0574/2025, 2633/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1790/ata/a11032025.pdf
13ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;6 de Março de 2025;Adriana Gerônimo, Aglaylson, BelIa Carmelo, Benigno Júnior, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0002/2025, 0019/2024, 0062/2025, 0063/2025, 0176/2025, 0196/2025, 0197/2025, 0227/2025, 0228/2025, 0260/2025, 0276/2025, 0291/2025, 0309/2025, 0318/2025, 0330/2025, 0350/2025, 0354/2025, 0372/2025, 0374/2025, 0492/2025, 0507/2025, 0508/2025, 0516/2025, 0519/2025, 0529/2025, 0530/2025, 0536/2025, 0537/2025, 0549/2025, 0551/2025, 2293/2025, 5444/2024;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1789/ata/a06032025.pdf
13ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;6 de Março de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Beila Carmelo, Benigno Júnior, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0002/2025, 0019/2024, 0062/2025, 0063/2025, 0176/2025, 0196/2025, 0197/2025, 0227/2025, 0228/2025, 0260/2025, 0276/2025, 0291/2025, 0309/2025, 0318/2025, 0330/2025, 0350/2025, 0354/2025, 0372/2025, 0374/2025, 0492/2025, 0507/2025, 0508/2025, 0516/2025, 0519/2025, 0529/2025, 0530/2025, 0536/2025, 0537/2025, 0549/2025, 0551/2025, 2293/2025, 5444/2024;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1789/ata/a06032025.pdf
12ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;27 de Fevereiro de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He- Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio e Tony Brito;Nenhum ausente registrado;0079/2025, 0082/2025, 0137/2025, 0138/2025, 0259/2025, 0265/2025, 0302/2025, 0304/2025, 0308/2025, 0340/2025, 0344/2025, 0370/2025, 0371/2025, 0461/2025, 0463/2025, 0487/2025, 0505/2025, 0506/2025, 0514/2025, 0515/2025, 0525/2025, 0533/2025, 0534/2025, 0548/2025, 0686/2025, 0687/2025, 0688/2025, 0724/2025, 2140/2025, 2277/2025, 2519/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1788/ata/a27022025.pdf
12ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;27 de Fevereiro de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0079/2025, 0082/2025, 0137/2025, 0138/2025, 0259/2025, 0265/2025, 0302/2025, 0304/2025, 0308/2025, 0340/2025, 0344/2025, 0370/2025, 0371/2025, 0461/2025, 0463/2025, 0487/2025, 0505/2025, 0506/2025, 0514/2025, 0515/2025, 0525/2025, 0533/2025, 0534/2025, 0548/2025, 0686/2025, 0687/2025, 0688/2025, 0724/2025, 2140/2025, 2277/2025, 2519/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1788/ata/a27022025.pdf
